Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#763 - >seq4762	superfamily	407771	215	270	1.67823e-11	59583	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#763 - >seq4762	superfamily	411181	320	455	0.00232231	40.2649	cl41315	transpos_IS21 superfamily	N	 - 
Q#769 - >seq4768	superfamily	417494	198	317	3.14138e-54	181922	cl14782	RNase_H_like superfamily	 - 	 - 
Q#769 - >seq4768	superfamily	413489	1	104	4.92616e-44	156216	cl02808	RT_like superfamily	N	 - 
Q#770 - >seq4769	superfamily	419726	3	72	5.30808e-06	43.8537	cl21549	rve superfamily	N	 - 
Q#775 - >seq4774	superfamily	173561	408	505	5.17729e-06	46.3385	cl31762	PTZ00368 superfamily	N	 - 
Q#776 - >seq4775	superfamily	413489	373	554	4.98489e-84	272161	cl02808	RT_like superfamily	 - 	 - 
Q#776 - >seq4775	superfamily	417494	648	767	6.15164e-57	192322	cl14782	RNase_H_like superfamily	 - 	 - 
Q#776 - >seq4775	superfamily	407771	1082	1139	2.53921e-15	71.5242	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#776 - >seq4775	superfamily	411202	1137	1308	3.6105e-08	56.4452	cl41329	transpos_IS481 superfamily	N	 - 
Q#778 - >seq4777	superfamily	417494	164	212	9.96704e-11	57.2277	cl14782	RNase_H_like superfamily	C	 - 
Q#785 - >seq4784	superfamily	365791	114	158	6.6777e-10	55.6455	cl38915	DEAD-like_helicase_C superfamily	N	 - 
Q#785 - >seq4784	superfamily	412407	301	409	5.50214e-06	45.8146	cl00490	EEP superfamily	 - 	 - 
Q#786 - >seq4785	superfamily	420019	183	331	0.000214354	41.6725	cl23802	Peptidase_C48 superfamily	 - 	 - 
Q#799 - >seq4798	superfamily	417494	1	88	1.71e-31	107578	cl14782	RNase_H_like superfamily	N	 - 
Q#801 - >seq4800	superfamily	416259	19	82	0.000920485	35.7008	cl11403	pepsin_retropepsin_like superfamily	 - 	 - 
Q#802 - >seq4801	superfamily	407767	137	233	8.74099e-40	132629	cl39037	RT_RNaseH superfamily	 - 	 - 
Q#809 - >seq4808	superfamily	417494	45	86	9.04194e-12	57.1173	cl14782	RNase_H_like superfamily	N	 - 
Q#811 - >seq4810	superfamily	413489	60	98	3.75102e-11	56.4497	cl02808	RT_like superfamily	C	 - 
Q#813 - >seq4812	superfamily	372752	4	122	2.12795e-14	68.4818	cl16433	DDE_Tnp_1_7 superfamily	N	 - 
Q#833 - >seq4832	superfamily	412407	66	175	3.0157e-12	60.4522	cl00490	EEP superfamily	 - 	 - 
Q#834 - >seq4833	superfamily	413489	47	151	8.69597e-34	120089	cl02808	RT_like superfamily	C	 - 
Q#842 - >seq4841	superfamily	173561	313	362	0.000207116	41.3309	cl31762	PTZ00368 superfamily	C	 - 
Q#843 - >seq4842	superfamily	413489	50	146	3.20847e-27	101214	cl02808	RT_like superfamily	C	 - 
Q#844 - >seq4843	superfamily	412407	32	146	4.4021e-18	76.5616	cl00490	EEP superfamily	NC	 - 
Q#845 - >seq4844	superfamily	413489	129	238	2.86603e-27	103.91	cl02808	RT_like superfamily	C	 - 
Q#846 - >seq4845	superfamily	413489	6	128	1.34127e-17	76.1758	cl02808	RT_like superfamily	N	 - 
Q#852 - >seq4851	superfamily	413489	1	99	1.89086e-22	85.7249	cl02808	RT_like superfamily	N	 - 
Q#861 - >seq4860	superfamily	413489	81	199	1.4916e-21	86.8805	cl02808	RT_like superfamily	C	 - 
Q#862 - >seq4861	superfamily	407769	90	127	9.54906e-07	44.0178	cl39038	RT_RNaseH_2 superfamily	C	 - 
Q#862 - >seq4861	superfamily	413489	1	27	0.000582341	37.5749	cl02808	RT_like superfamily	N	 - 
Q#872 - >seq4871	superfamily	407771	25	76	2.11668e-11	58.4274	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#872 - >seq4871	superfamily	419726	94	191	1.6111e-06	46.1649	cl21549	rve superfamily	 - 	 - 
Q#878 - >seq4877	superfamily	416259	130	210	0.00034089	38.8568	cl11403	pepsin_retropepsin_like superfamily	 - 	 - 
Q#879 - >seq4878	superfamily	413489	33	214	1.53984e-73	221.7	cl02808	RT_like superfamily	 - 	 - 
Q#880 - >seq4879	superfamily	417494	40	74	5.04035e-14	64.8213	cl14782	RNase_H_like superfamily	N	 - 
Q#881 - >seq4880	superfamily	407771	94	151	4.13411e-14	65361	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#881 - >seq4880	superfamily	419726	190	266	1.73948e-07	48.4761	cl21549	rve superfamily	N	 - 
Q#896 - >seq4895	superfamily	413489	5	95	6.76144e-38	125015	cl02808	RT_like superfamily	N	 - 
Q#897 - >seq4896	superfamily	407771	12	65	3.61508e-11	55.3458	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#923 - >seq4922	superfamily	422963	3	44	0.00874818	33.5601	cl38936	P-loop_NTPase superfamily	C	 - 
Q#927 - >seq4926	superfamily	413489	286	467	3.63515e-79	257524	cl02808	RT_like superfamily	 - 	 - 
Q#927 - >seq4926	superfamily	417494	562	680	4.84611e-60	201182	cl14782	RNase_H_like superfamily	 - 	 - 
Q#927 - >seq4926	superfamily	407771	864	921	3.10031e-18	79.6134	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#927 - >seq4926	superfamily	411202	921	1089	1.86086e-10	62.9936	cl41329	transpos_IS481 superfamily	N	 - 
Q#934 - >seq4933	superfamily	413489	323	408	1.51885e-18	83.5512	cl02808	RT_like superfamily	C	 - 
Q#934 - >seq4933	superfamily	416259	1	76	0.000678342	38.4716	cl11403	pepsin_retropepsin_like superfamily	 - 	 - 
Q#935 - >seq4934	superfamily	413489	1	82	3.2853e-35	120393	cl02808	RT_like superfamily	N	 - 
Q#937 - >seq4936	superfamily	417494	2	83	7.92521e-40	143402	cl14782	RNase_H_like superfamily	N	 - 
Q#937 - >seq4936	superfamily	407771	266	323	3.11828e-15	71139	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#937 - >seq4936	superfamily	411202	321	468	5.98608e-10	61838	cl41329	transpos_IS481 superfamily	N	 - 
Q#938 - >seq4937	superfamily	237177	18	72	0.00669859	35.9094	cl36166	PRK12704 superfamily	C	 - 
Q#939 - >seq4938	superfamily	330753	122	230	0.00482377	37.76	cl25932	Peptidase_S21 superfamily	N	 - 
Q#942 - >seq4941	superfamily	419726	25	115	6.13755e-08	47.3205	cl21549	rve superfamily	 - 	 - 
Q#957 - >seq4956	superfamily	404992	3	81	1.0235e-14	68.0409	cl26047	Retrotran_gag_2 superfamily	N	 - 
Q#957 - >seq4956	superfamily	173561	128	152	0.00560385	35.9381	cl31762	PTZ00368 superfamily	NC	 - 
Q#959 - >seq4958	superfamily	404032	67	103	0.0018522	33.8083	cl38383	zf-IS66 superfamily	 - 	 - 
Q#964 - >seq4963	superfamily	413489	323	408	1.51885e-18	83.5512	cl02808	RT_like superfamily	C	 - 
Q#964 - >seq4963	superfamily	416259	1	76	0.000678342	38.4716	cl11403	pepsin_retropepsin_like superfamily	 - 	 - 
Q#965 - >seq4964	superfamily	413489	1	82	3.2853e-35	120393	cl02808	RT_like superfamily	N	 - 
Q#967 - >seq4966	superfamily	417494	2	83	7.92521e-40	143402	cl14782	RNase_H_like superfamily	N	 - 
Q#967 - >seq4966	superfamily	407771	266	323	3.11828e-15	71139	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#967 - >seq4966	superfamily	411202	321	468	5.98608e-10	61838	cl41329	transpos_IS481 superfamily	N	 - 
Q#968 - >seq4967	superfamily	237177	18	72	0.00669859	35.9094	cl36166	PRK12704 superfamily	C	 - 
Q#969 - >seq4968	superfamily	330753	122	230	0.00482377	37.76	cl25932	Peptidase_S21 superfamily	N	 - 
Q#972 - >seq4971	superfamily	419726	25	115	6.13755e-08	47.3205	cl21549	rve superfamily	 - 	 - 
Q#987 - >seq4986	superfamily	404992	3	81	1.56949e-14	67.2705	cl26047	Retrotran_gag_2 superfamily	N	 - 
Q#987 - >seq4986	superfamily	173561	128	152	0.00467687	35.9381	cl31762	PTZ00368 superfamily	NC	 - 
Q#988 - >seq4987	superfamily	407771	53	110	3.67701e-15	70.7538	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#988 - >seq4987	superfamily	411202	108	255	4.87409e-10	61838	cl41329	transpos_IS481 superfamily	N	 - 
Q#989 - >seq4988	superfamily	237177	18	72	0.00669859	35.9094	cl36166	PRK12704 superfamily	C	 - 
Q#990 - >seq4989	superfamily	330753	122	230	0.00482377	37.76	cl25932	Peptidase_S21 superfamily	N	 - 
Q#992 - >seq4991	superfamily	398835	956	1116	4.71513e-76	248907	cl05112	Peptidase_A17 superfamily	 - 	 - 
Q#992 - >seq4991	superfamily	413489	725	941	1.50608e-65	221024	cl02808	RT_like superfamily	 - 	 - 
Q#992 - >seq4991	superfamily	408478	1545	1637	1.47761e-51	176125	cl40017	DUF5641 superfamily	 - 	 - 
Q#992 - >seq4991	superfamily	281552	130	273	5.8963e-28	110998	cl04160	DUF1759 superfamily	 - 	 - 
Q#992 - >seq4991	superfamily	416259	443	592	3.11877e-12	66.4907	cl11403	pepsin_retropepsin_like superfamily	 - 	 - 
Q#992 - >seq4991	superfamily	407771	1291	1345	2.1029e-10	57657	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#995 - >seq4994	superfamily	413489	1	152	9.54511e-70	211685	cl02808	RT_like superfamily	 - 	 - 
Q#996 - >seq4995	superfamily	417494	22	141	1.26341e-64	192708	cl14782	RNase_H_like superfamily	 - 	 - 
Q#998 - >seq4997	superfamily	419726	25	115	6.13755e-08	47.3205	cl21549	rve superfamily	 - 	 - 
Q#1014 - >seq5013	superfamily	419726	75	154	2.14839e-30	108.54	cl21549	rve superfamily	 - 	 - 
Q#1014 - >seq5013	superfamily	411180	10	229	1.15196e-08	54.5687	cl41314	transpos_IS630 superfamily	N	 - 
Q#1016 - >seq5015	superfamily	407771	77	134	3.01719e-17	73.8354	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#1016 - >seq5015	superfamily	411202	132	269	1.9292e-09	56.8304	cl41329	transpos_IS481 superfamily	N	 - 
Q#1023 - >seq5022	superfamily	398835	33	152	1.58907e-56	173793	cl05112	Peptidase_A17 superfamily	C	 - 
Q#1024 - >seq5023	superfamily	407771	250	280	0.0023973	35.3154	cl39036	Integrase_H2C2 superfamily	C	 - 
Q#1027 - >seq5026	superfamily	372752	1	107	3.42429e-11	60.0074	cl16433	DDE_Tnp_1_7 superfamily	N	 - 
Q#1029 - >seq5028	superfamily	372857	21	70	1.29312e-08	47.7457	cl16514	gag_pre-integrs superfamily	N	 - 
Q#1038 - >seq5037	superfamily	415594	18	139	2.06571e-19	76.8285	cl09141	ACT superfamily	 - 	 - 
Q#1042 - >seq5041	superfamily	411180	11	311	1.08804e-18	84.9995	cl41314	transpos_IS630 superfamily	 - 	 - 
Q#1048 - >seq5047	superfamily	419669	9	48	0.00933549	32.6222	cl21459	HTH superfamily	C	 - 
Q#1049 - >seq5048	superfamily	412407	12	78	2.41218e-13	64.2353	cl00490	EEP superfamily	N	 - 
Q#1050 - >seq5049	superfamily	412407	89	111	0.000206302	41.1233	cl00490	EEP superfamily	N	 - 
Q#1050 - >seq5049	superfamily	355693	94	186	0.00132112	39.7298	cl27999	Herpes_pp85 superfamily	N	 - 
Q#1074 - >seq5073	superfamily	413489	39	145	1.03784e-27	103.14	cl02808	RT_like superfamily	C	 - 
Q#1075 - >seq5074	superfamily	413489	18	124	4.78635e-15	69.6274	cl02808	RT_like superfamily	N	 - 
Q#1078 - >seq5077	superfamily	417494	50	150	1.80507e-43	139935	cl14782	RNase_H_like superfamily	 - 	 - 
Q#1080 - >seq5079	superfamily	417494	434	553	4.41247e-58	195789	cl14782	RNase_H_like superfamily	 - 	 - 
Q#1080 - >seq5079	superfamily	407771	771	823	5.55829e-17	76.1466	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#1080 - >seq5079	superfamily	419726	856	938	3.65263e-09	55.4096	cl21549	rve superfamily	 - 	 - 
Q#1080 - >seq5079	superfamily	173412	46	315	0.000136686	46.6727	cl31754	PTZ00121 superfamily	N	 - 
Q#1081 - >seq5080	superfamily	173561	405	467	4.54001e-06	46.3385	cl31762	PTZ00368 superfamily	C	 - 
Q#1082 - >seq5081	superfamily	412407	3	218	7.79456e-47	158224	cl00490	EEP superfamily	 - 	 - 
Q#1089 - >seq5088	superfamily	412407	125	348	4.3232e-49	169395	cl00490	EEP superfamily	 - 	 - 
Q#1099 - >seq5098	superfamily	237177	18	72	0.00261614	37065	cl36166	PRK12704 superfamily	C	 - 
Q#1103 - >seq5102	superfamily	413489	298	363	1.17263e-14	71.9952	cl02808	RT_like superfamily	C	 - 
Q#1103 - >seq5102	superfamily	416259	1	76	0.00132477	37.7012	cl11403	pepsin_retropepsin_like superfamily	 - 	 - 
Q#1104 - >seq5103	superfamily	407767	201	303	3.50543e-52	166912	cl39037	RT_RNaseH superfamily	 - 	 - 
Q#1104 - >seq5103	superfamily	413489	1	113	1.75921e-50	165076	cl02808	RT_like superfamily	N	 - 
Q#1105 - >seq5104	superfamily	419669	64	130	1.38605e-06	43.0556	cl21459	HTH superfamily	 - 	 - 
Q#1105 - >seq5104	superfamily	407758	31	75	2.14657e-06	42.1223	cl39372	HTH_48 superfamily	 - 	 - 
Q#1106 - >seq5105	superfamily	419726	45	109	2.95675e-25	91.5908	cl21549	rve superfamily	 - 	 - 
Q#1107 - >seq5106	superfamily	419726	5	62	5.64869e-06	41.8577	cl21549	rve superfamily	N	 - 
Q#1108 - >seq5107	superfamily	407771	210	267	1.02071e-13	65.7462	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#1108 - >seq5107	superfamily	411202	265	435	5.05769e-11	63764	cl41329	transpos_IS481 superfamily	N	 - 
Q#1111 - >seq5110	superfamily	372752	25	140	1.74916e-13	68867	cl16433	DDE_Tnp_1_7 superfamily	N	 - 
Q#1117 - >seq5116	superfamily	411180	23	295	1.5425e-22	95.7851	cl41314	transpos_IS630 superfamily	 - 	 - 
Q#1118 - >seq5117	superfamily	372752	123	493	2.60318e-75	243748	cl16433	DDE_Tnp_1_7 superfamily	 - 	 - 
Q#1123 - >seq5122	superfamily	413489	133	313	4.64326e-75	242886	cl02808	RT_like superfamily	 - 	 - 
Q#1123 - >seq5122	superfamily	417494	409	527	1.16764e-56	190396	cl14782	RNase_H_like superfamily	 - 	 - 
Q#1123 - >seq5122	superfamily	407771	741	796	5.85661e-15	69.9834	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#1128 - >seq5127	superfamily	411180	23	302	2.0992e-20	89.6219	cl41314	transpos_IS630 superfamily	 - 	 - 
Q#1129 - >seq5128	superfamily	419726	1	49	1.68295e-16	69.6344	cl21549	rve superfamily	N	 - 
Q#1129 - >seq5128	superfamily	411180	9	116	0.00132962	37.6199	cl41314	transpos_IS630 superfamily	N	 - 
Q#1131 - >seq5130	superfamily	366677	73	144	2.09503e-14	66.4918	cl09264	HTH_Tnp_Tc3_2 superfamily	 - 	 - 
Q#1131 - >seq5130	superfamily	411180	14	181	4.07514e-12	64.5839	cl41314	transpos_IS630 superfamily	C	 - 
Q#1134 - >seq5133	superfamily	372752	84	135	2.06463e-06	45.3698	cl16433	DDE_Tnp_1_7 superfamily	C	 - 
Q#1139 - >seq5138	superfamily	411180	23	113	9.36111e-12	59.5763	cl41314	transpos_IS630 superfamily	C	 - 
Q#1140 - >seq5139	superfamily	419726	11	155	3.1584e-11	59962	cl21549	rve superfamily	 - 	 - 
Q#1142 - >seq5141	superfamily	372752	40	354	1.74607e-89	276.49	cl16433	DDE_Tnp_1_7 superfamily	 - 	 - 
Q#1144 - >seq5143	superfamily	416435	50	119	2.41089e-10	53413	cl12115	HTH_Tnp_Tc5 superfamily	 - 	 - 
Q#1148 - >seq5147	superfamily	407771	83	135	1.62024e-17	71139	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#1149 - >seq5148	superfamily	411202	4	159	1.35754e-08	56.4452	cl41329	transpos_IS481 superfamily	N	 - 
Q#1154 - >seq5153	superfamily	419734	30	145	1.20955e-09	53.4215	cl21562	DDE_Tnp_4 superfamily	C	 - 
Q#1156 - >seq5155	superfamily	273727	241	359	1.70507e-06	49.5066	cl36941	U2AF_lg superfamily	C	 - 
Q#1157 - >seq5156	superfamily	416259	1	76	0.00136354	35.39	cl11403	pepsin_retropepsin_like superfamily	 - 	 - 
Q#1158 - >seq5157	superfamily	413489	367	548	6.87441e-83	268695	cl02808	RT_like superfamily	 - 	 - 
Q#1158 - >seq5157	superfamily	417494	642	761	1.15159e-57	194634	cl14782	RNase_H_like superfamily	 - 	 - 
Q#1158 - >seq5157	superfamily	407771	1019	1076	4.11998e-17	76.5318	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#1158 - >seq5157	superfamily	411202	1016	1245	1.2015e-11	66.8455	cl41329	transpos_IS481 superfamily	 - 	 - 
Q#1158 - >seq5157	superfamily	425362	758	842	0.000243682	44154	cl41731	KLF10_11_N superfamily	C	 - 
Q#1163 - >seq5162	superfamily	411202	9	69	1.36349e-05	45.6596	cl41329	transpos_IS481 superfamily	N	 - 
Q#1170 - >seq5169	superfamily	414197	43	114	0.00393961	34.7854	cl04831	MbeD_MobD superfamily	 - 	 - 
Q#1171 - >seq5170	superfamily	197667	153	168	0.00456956	33.5708	cl33244	ZnF_C2HC superfamily	 - 	 - 
Q#1172 - >seq5171	superfamily	416259	8	89	2.96041e-05	41.9384	cl11403	pepsin_retropepsin_like superfamily	 - 	 - 
Q#1174 - >seq5173	superfamily	407771	2	56	8.75669e-16	70.7538	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#1174 - >seq5173	superfamily	419726	74	171	5.26766e-11	58.4912	cl21549	rve superfamily	 - 	 - 
Q#1186 - >seq5185	superfamily	411202	13	39	0.00853543	36.0296	cl41329	transpos_IS481 superfamily	N	 - 
Q#1195 - >seq5194	superfamily	419726	1	92	1.08896e-05	42.3129	cl21549	rve superfamily	 - 	 - 
Q#1197 - >seq5196	superfamily	419734	15	165	9.3847e-27	101186	cl21562	DDE_Tnp_4 superfamily	 - 	 - 
Q#1208 - >seq5207	superfamily	407771	133	187	3.68124e-16	70.3686	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#1213 - >seq5212	superfamily	419726	166	244	3.87868e-27	101221	cl21549	rve superfamily	 - 	 - 
Q#1213 - >seq5212	superfamily	407758	12	61	1.98817e-15	69.0862	cl39372	HTH_48 superfamily	 - 	 - 
Q#1213 - >seq5212	superfamily	411180	24	285	1.18612e-12	66.8951	cl41314	transpos_IS630 superfamily	 - 	 - 
Q#1225 - >seq5224	superfamily	413489	1	152	1.61084e-73	225167	cl02808	RT_like superfamily	 - 	 - 
Q#1225 - >seq5224	superfamily	407767	240	342	7.77109e-54	172305	cl39037	RT_RNaseH superfamily	 - 	 - 
Q#1227 - >seq5226	superfamily	411202	43	111	6.54778e-06	44504	cl41329	transpos_IS481 superfamily	N	 - 
Q#1242 - >seq5241	superfamily	413489	400	580	1.60752e-81	265228	cl02808	RT_like superfamily	 - 	 - 
Q#1242 - >seq5241	superfamily	417494	675	793	2.41391e-57	193478	cl14782	RNase_H_like superfamily	 - 	 - 
Q#1242 - >seq5241	superfamily	407771	1104	1158	2.87444e-17	76917	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#1242 - >seq5241	superfamily	419726	1176	1273	6.40938e-10	57.3356	cl21549	rve superfamily	 - 	 - 
Q#1257 - >seq5256	superfamily	173561	2	105	5.30775e-07	46.3385	cl31762	PTZ00368 superfamily	N	 - 
Q#1258 - >seq5257	superfamily	416259	7	94	4.07014e-06	43.8644	cl11403	pepsin_retropepsin_like superfamily	 - 	 - 
Q#1259 - >seq5258	superfamily	413489	51	231	1.0858e-86	268695	cl02808	RT_like superfamily	 - 	 - 
Q#1259 - >seq5258	superfamily	417494	325	444	1.09346e-59	195789	cl14782	RNase_H_like superfamily	 - 	 - 
Q#1260 - >seq5259	superfamily	411202	95	280	4.27051e-20	89.5723	cl41329	transpos_IS481 superfamily	N	 - 
Q#1260 - >seq5259	superfamily	407771	54	111	5.35377e-17	74.6058	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#1283 - >seq5282	superfamily	413489	74	119	7.26322e-10	53.8908	cl02808	RT_like superfamily	C	 - 
Q#1284 - >seq5283	superfamily	413489	1	98	2.65534e-51	158913	cl02808	RT_like superfamily	C	 - 
Q#1285 - >seq5284	superfamily	417494	64	183	1.23689e-63	201952	cl14782	RNase_H_like superfamily	 - 	 - 
Q#1286 - >seq5285	superfamily	411202	4	138	2.12676e-16	74.5495	cl41329	transpos_IS481 superfamily	N	 - 
Q#1289 - >seq5288	superfamily	395449	23	117	5.51114e-11	55.4445	cl26991	TUDOR superfamily	 - 	 - 
Q#1290 - >seq5289	superfamily	412125	63	140	1.92325e-16	71.1427	cl00035	BIR superfamily	 - 	 - 
Q#1301 - >seq5300	superfamily	413489	74	119	7.26322e-10	53.8908	cl02808	RT_like superfamily	C	 - 
Q#1302 - >seq5301	superfamily	413489	1	98	2.65534e-51	158913	cl02808	RT_like superfamily	C	 - 
Q#1303 - >seq5302	superfamily	417494	64	183	1.23689e-63	201952	cl14782	RNase_H_like superfamily	 - 	 - 
Q#1304 - >seq5303	superfamily	411202	4	138	2.12676e-16	74.5495	cl41329	transpos_IS481 superfamily	N	 - 
Q#1307 - >seq5306	superfamily	395449	23	117	5.51114e-11	55.4445	cl26991	TUDOR superfamily	 - 	 - 
Q#1308 - >seq5307	superfamily	412125	63	140	1.92325e-16	71.1427	cl00035	BIR superfamily	 - 	 - 
Q#1322 - >seq5321	superfamily	413489	1	49	6.17518e-09	52.2125	cl02808	RT_like superfamily	N	 - 
Q#1325 - >seq5324	superfamily	419669	8	34	0.00219863	33.8582	cl21459	HTH superfamily	N	 - 
Q#1325 - >seq5324	superfamily	366677	4	60	0.00748862	33.3646	cl09264	HTH_Tnp_Tc3_2 superfamily	 - 	 - 
Q#1331 - >seq5330	superfamily	413489	290	419	7.55044e-58	187803	cl02808	RT_like superfamily	C	 - 
Q#1332 - >seq5331	superfamily	407767	122	217	2.66426e-45	146111	cl39037	RT_RNaseH superfamily	 - 	 - 
Q#1332 - >seq5331	superfamily	413489	2	34	2.66938e-08	51.4421	cl02808	RT_like superfamily	N	 - 
Q#1333 - >seq5332	superfamily	407771	119	155	6.44019e-07	44175	cl39036	Integrase_H2C2 superfamily	C	 - 
Q#1334 - >seq5333	superfamily	402533	111	144	0.00156158	35.5673	cl12563	DUF2809 superfamily	N	 - 
Q#1336 - >seq5335	superfamily	419726	28	106	3.92705e-27	98.5244	cl21549	rve superfamily	 - 	 - 
Q#1336 - >seq5335	superfamily	411180	14	179	8.4984e-05	42.2423	cl41314	transpos_IS630 superfamily	N	 - 
Q#1346 - >seq5345	superfamily	413489	290	419	7.55044e-58	187803	cl02808	RT_like superfamily	C	 - 
Q#1347 - >seq5346	superfamily	407767	122	217	2.66426e-45	146111	cl39037	RT_RNaseH superfamily	 - 	 - 
Q#1347 - >seq5346	superfamily	413489	2	34	2.66938e-08	51.4421	cl02808	RT_like superfamily	N	 - 
Q#1348 - >seq5347	superfamily	407771	119	155	6.44019e-07	44175	cl39036	Integrase_H2C2 superfamily	C	 - 
Q#1349 - >seq5348	superfamily	419726	42	124	1.82487e-10	54254	cl21549	rve superfamily	 - 	 - 
Q#1352 - >seq5351	superfamily	407758	5	54	1.24162e-18	75.6346	cl39372	HTH_48 superfamily	 - 	 - 
Q#1352 - >seq5351	superfamily	419669	42	93	6.24187e-06	42.6704	cl21459	HTH superfamily	C	 - 
Q#1352 - >seq5351	superfamily	366677	71	133	0.00904919	33.7498	cl09264	HTH_Tnp_Tc3_2 superfamily	 - 	 - 
Q#1356 - >seq5355	superfamily	419726	1	49	5.41299e-13	59234	cl21549	rve superfamily	N	 - 
Q#1356 - >seq5355	superfamily	411180	37	117	7.37895e-06	43.0127	cl41314	transpos_IS630 superfamily	N	 - 
Q#1357 - >seq5356	superfamily	285583	27	65	1.15579e-05	39842	cl07135	Parvo_coat_N superfamily	C	 - 
Q#1363 - >seq5362	superfamily	407758	3	51	1.82996e-08	47.9003	cl39372	HTH_48 superfamily	 - 	 - 
Q#1363 - >seq5362	superfamily	225949	2	122	2.39766e-05	41.9834	cl34607	COG3415 superfamily	 - 	 - 
Q#1365 - >seq5364	superfamily	227414	26	135	1.02405e-06	45.9972	cl34894	AIR1 superfamily	N	 - 
Q#1366 - >seq5365	superfamily	416259	12	99	3.13613e-05	41168	cl11403	pepsin_retropepsin_like superfamily	 - 	 - 
Q#1368 - >seq5367	superfamily	413489	51	231	4.83752e-86	269.08	cl02808	RT_like superfamily	 - 	 - 
Q#1368 - >seq5367	superfamily	417494	325	444	1.69364e-59	196.56	cl14782	RNase_H_like superfamily	 - 	 - 
Q#1369 - >seq5368	superfamily	407771	17	74	3.17149e-18	74991	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#1369 - >seq5368	superfamily	411202	58	213	1.26499e-16	76.0903	cl41329	transpos_IS481 superfamily	N	 - 
Q#1372 - >seq5371	superfamily	395449	18	131	8.69155e-14	64.6893	cl26991	TUDOR superfamily	 - 	 - 
Q#1385 - >seq5384	superfamily	413489	164	345	1.1841e-78	255598	cl02808	RT_like superfamily	 - 	 - 
Q#1385 - >seq5384	superfamily	417494	439	558	1.29646e-57	194248	cl14782	RNase_H_like superfamily	 - 	 - 
Q#1385 - >seq5384	superfamily	407771	785	842	4.62291e-17	76.1466	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#1385 - >seq5384	superfamily	411202	840	1021	3.81186e-10	62.2232	cl41329	transpos_IS481 superfamily	N	 - 
Q#1388 - >seq5387	superfamily	183854	44	91	0.00329808	35.7641	cl32851	PRK13042 superfamily	C	 - 
