order,family,specie,sequence,class/family,begin,end
Hymenoptera,Formicidae,Solenopsis invicta,NC_052673.1:5132040-5142040,LTR/Gypsy,2102,3380
Hymenoptera,Formicidae,Solenopsis invicta,NC_052673.1:5132040-5142040,Simple_repeat,4068,4210
Hymenoptera,Formicidae,Solenopsis invicta,NC_052673.1:5132040-5142040,Simple_repeat,6315,6365
Hymenoptera,Formicidae,Solenopsis invicta,NC_052673.1:5132040-5142040,Simple_repeat,7107,7185
Hymenoptera,Formicidae,Solenopsis invicta,NC_052673.1:5132040-5142040,Low_complexity,8146,8200
Hymenoptera,Formicidae,Solenopsis invicta,NC_052673.1:5132040-5142040,Simple_repeat,9327,9383
Hymenoptera,Formicidae,Solenopsis invicta,NC_052673.1:5628921-5638921,Simple_repeat,1703,1749
Hymenoptera,Formicidae,Solenopsis invicta,NC_052673.1:5628921-5638921,Simple_repeat,1750,1764
Hymenoptera,Formicidae,Solenopsis invicta,NC_052673.1:5628921-5638921,Simple_repeat,4079,4217
Hymenoptera,Formicidae,Solenopsis invicta,NC_052673.1:5628921-5638921,Simple_repeat,5325,5353
Hymenoptera,Formicidae,Solenopsis invicta,NC_052673.1:5628921-5638921,Simple_repeat,5432,5476
Hymenoptera,Formicidae,Solenopsis invicta,NC_052673.1:5628921-5638921,Simple_repeat,5798,5820
Hymenoptera,Formicidae,Solenopsis invicta,NC_052673.1:5628921-5638921,Simple_repeat,5846,5890
Hymenoptera,Formicidae,Solenopsis invicta,NC_052673.1:5628921-5638921,Simple_repeat,5951,5976
Hymenoptera,Formicidae,Solenopsis invicta,NC_052673.1:5628921-5638921,Simple_repeat,5977,5987
Hymenoptera,Formicidae,Solenopsis invicta,NC_052673.1:5628921-5638921,Simple_repeat,7615,7659
Hymenoptera,Formicidae,Solenopsis invicta,NC_052673.1:5628921-5638921,Simple_repeat,7660,7687
Hymenoptera,Formicidae,Solenopsis invicta,NC_052673.1:5640694-5650694,LTR/Gypsy,830,1052
Hymenoptera,Formicidae,Solenopsis invicta,NC_052673.1:5640694-5650694,Simple_repeat,1952,1987
Hymenoptera,Formicidae,Solenopsis invicta,NC_052673.1:5640694-5650694,LTR/Gypsy,2123,3306
Hymenoptera,Formicidae,Solenopsis invicta,NC_052673.1:5640694-5650694,Simple_repeat,7162,7220
Hymenoptera,Formicidae,Solenopsis invicta,NC_052673.1:5640694-5650694,Simple_repeat,8871,8956
Hymenoptera,Formicidae,Solenopsis invicta,NC_052674.1:12037213-12047213,Simple_repeat,4419,4440
Hymenoptera,Formicidae,Solenopsis invicta,NC_052674.1:12037213-12047213,Simple_repeat,4947,5028
Hymenoptera,Formicidae,Solenopsis invicta,NC_052674.1:12037213-12047213,Simple_repeat,5374,5459
Hymenoptera,Formicidae,Solenopsis invicta,NC_052674.1:12037213-12047213,Simple_repeat,6559,6584
Hymenoptera,Formicidae,Solenopsis invicta,NC_052674.1:12037213-12047213,Simple_repeat,6860,6881
Hymenoptera,Formicidae,Solenopsis invicta,NC_052674.1:12037213-12047213,Simple_repeat,7053,7084
Hymenoptera,Formicidae,Solenopsis invicta,NC_052674.1:12037213-12047213,Simple_repeat,7179,7219
Hymenoptera,Formicidae,Solenopsis invicta,NC_052674.1:12037213-12047213,Simple_repeat,7389,7408
Hymenoptera,Formicidae,Solenopsis invicta,NC_052674.1:12037213-12047213,Simple_repeat,7521,7753
Hymenoptera,Formicidae,Solenopsis invicta,NC_052674.1:12037213-12047213,Simple_repeat,8857,8881
Hymenoptera,Formicidae,Solenopsis invicta,NC_052674.1:12037213-12047213,Simple_repeat,9797,9828
Hymenoptera,Formicidae,Solenopsis invicta,NC_052674.1:12048989-12058989,LTR/Gypsy,848,1065
Hymenoptera,Formicidae,Solenopsis invicta,NC_052674.1:12048989-12058989,Simple_repeat,1653,1706
Hymenoptera,Formicidae,Solenopsis invicta,NC_052674.1:12048989-12058989,Simple_repeat,1988,2014
Hymenoptera,Formicidae,Solenopsis invicta,NC_052674.1:12048989-12058989,LTR/Gypsy,2094,3341
Hymenoptera,Formicidae,Solenopsis invicta,NC_052674.1:12073071-12083071,Low_complexity,4249,4289
Hymenoptera,Formicidae,Solenopsis invicta,NC_052674.1:12073071-12083071,Simple_repeat,5505,5549
Hymenoptera,Formicidae,Solenopsis invicta,NC_052674.1:12073071-12083071,Simple_repeat,5804,5827
Hymenoptera,Formicidae,Solenopsis invicta,NC_052674.1:12073071-12083071,Simple_repeat,6215,6257
Hymenoptera,Formicidae,Solenopsis invicta,NC_052674.1:12073071-12083071,Simple_repeat,7617,7661
Hymenoptera,Formicidae,Solenopsis invicta,NC_052674.1:12073071-12083071,Simple_repeat,7651,7687
Hymenoptera,Formicidae,Solenopsis invicta,NC_052674.1:12084841-12094841,LTR/Gypsy,825,1047
Hymenoptera,Formicidae,Solenopsis invicta,NC_052674.1:12084841-12094841,Simple_repeat,2493,2541
Hymenoptera,Formicidae,Solenopsis invicta,NC_052674.1:12084841-12094841,Simple_repeat,3326,3394
Hymenoptera,Formicidae,Solenopsis invicta,NC_052674.1:12084841-12094841,Simple_repeat,4130,4186
Hymenoptera,Formicidae,Solenopsis invicta,NC_052674.1:12084841-12094841,Simple_repeat,4188,4244
Hymenoptera,Formicidae,Solenopsis invicta,NC_052674.1:12084841-12094841,Simple_repeat,9293,9320
Hymenoptera,Formicidae,Solenopsis invicta,NC_052674.1:12084841-12094841,Simple_repeat,9822,9907
Hymenoptera,Formicidae,Solenopsis invicta,NC_052674.1:13254533-13264533,Simple_repeat,447,467
Hymenoptera,Formicidae,Solenopsis invicta,NC_052674.1:13254533-13264533,Simple_repeat,1188,1224
Hymenoptera,Formicidae,Solenopsis invicta,NC_052674.1:13254533-13264533,Simple_repeat,1695,1731
Hymenoptera,Formicidae,Solenopsis invicta,NC_052674.1:13254533-13264533,Simple_repeat,2862,2970
Hymenoptera,Formicidae,Solenopsis invicta,NC_052674.1:13254533-13264533,LTR/Gypsy,6818,8097
Hymenoptera,Formicidae,Solenopsis invicta,NC_052674.1:13266321-13276321,Simple_repeat,1207,1315
Hymenoptera,Formicidae,Solenopsis invicta,NC_052674.1:13266321-13276321,Simple_repeat,2794,2821
Hymenoptera,Formicidae,Solenopsis invicta,NC_052674.1:13266321-13276321,Simple_repeat,3546,3567
Hymenoptera,Formicidae,Solenopsis invicta,NC_052674.1:15398920-15408920,Simple_repeat,2656,2698
Hymenoptera,Formicidae,Solenopsis invicta,NC_052674.1:15398920-15408920,Simple_repeat,3162,3371
Hymenoptera,Formicidae,Solenopsis invicta,NC_052674.1:15398920-15408920,LTR/Gypsy,6724,8025
Hymenoptera,Formicidae,Solenopsis invicta,NC_052674.1:15409967-15419967,Low_complexity,905,942
Hymenoptera,Formicidae,Solenopsis invicta,NC_052674.1:15409967-15419967,Simple_repeat,1279,1488
Hymenoptera,Formicidae,Solenopsis invicta,NC_052674.1:15409967-15419967,Simple_repeat,6378,6462
Hymenoptera,Formicidae,Solenopsis invicta,NC_052675.1:1081576-1091576,Simple_repeat,665,703
Hymenoptera,Formicidae,Solenopsis invicta,NC_052675.1:1081576-1091576,Simple_repeat,1574,1635
Hymenoptera,Formicidae,Solenopsis invicta,NC_052675.1:1081576-1091576,Simple_repeat,2863,2901
Hymenoptera,Formicidae,Solenopsis invicta,NC_052675.1:1081576-1091576,Simple_repeat,3641,3691
Hymenoptera,Formicidae,Solenopsis invicta,NC_052675.1:1081576-1091576,Low_complexity,5814,5916
Hymenoptera,Formicidae,Solenopsis invicta,NC_052675.1:1081576-1091576,LTR/Gypsy,6627,7899
Hymenoptera,Formicidae,Solenopsis invicta,NC_052675.1:1081576-1091576,Low_complexity,8021,8049
Hymenoptera,Formicidae,Solenopsis invicta,NC_052675.1:1093349-1103349,Simple_repeat,2315,2343
Hymenoptera,Formicidae,Solenopsis invicta,NC_052675.1:1093349-1103349,Simple_repeat,2344,2401
Hymenoptera,Formicidae,Solenopsis invicta,NC_052675.1:1093349-1103349,Simple_repeat,3784,3815
Hymenoptera,Formicidae,Solenopsis invicta,NC_052675.1:1093349-1103349,Simple_repeat,4056,4096
Hymenoptera,Formicidae,Solenopsis invicta,NC_052675.1:1093349-1103349,Simple_repeat,4140,4190
Hymenoptera,Formicidae,Solenopsis invicta,NC_052675.1:1093349-1103349,Simple_repeat,4202,4223
Hymenoptera,Formicidae,Solenopsis invicta,NC_052675.1:1093349-1103349,Simple_repeat,4224,4249
Hymenoptera,Formicidae,Solenopsis invicta,NC_052675.1:1093349-1103349,Simple_repeat,4563,4607
Hymenoptera,Formicidae,Solenopsis invicta,NC_052675.1:1093349-1103349,Simple_repeat,5417,5455
Hymenoptera,Formicidae,Solenopsis invicta,NC_052675.1:1093349-1103349,Simple_repeat,6326,6387
Hymenoptera,Formicidae,Solenopsis invicta,NC_052675.1:1093349-1103349,Simple_repeat,6499,6543
Hymenoptera,Formicidae,Solenopsis invicta,NC_052675.1:1093349-1103349,Simple_repeat,6544,6572
Hymenoptera,Formicidae,Solenopsis invicta,NC_052675.1:1093349-1103349,Simple_repeat,7616,7649
Hymenoptera,Formicidae,Solenopsis invicta,NC_052675.1:1106549-1116549,Simple_repeat,477,549
Hymenoptera,Formicidae,Solenopsis invicta,NC_052675.1:1106549-1116549,Simple_repeat,676,724
Hymenoptera,Formicidae,Solenopsis invicta,NC_052675.1:1106549-1116549,Simple_repeat,880,949
Hymenoptera,Formicidae,Solenopsis invicta,NC_052675.1:1106549-1116549,Simple_repeat,1143,1185
Hymenoptera,Formicidae,Solenopsis invicta,NC_052675.1:1106549-1116549,LTR/Gypsy,6833,8104
Hymenoptera,Formicidae,Solenopsis invicta,NC_052675.1:1118337-1128337,Simple_repeat,1212,1286
Hymenoptera,Formicidae,Solenopsis invicta,NC_052675.1:1118337-1128337,Simple_repeat,1287,1317
Hymenoptera,Formicidae,Solenopsis invicta,NC_052675.1:1118337-1128337,Simple_repeat,1318,1389
Hymenoptera,Formicidae,Solenopsis invicta,NC_052675.1:1118337-1128337,Simple_repeat,4628,4674
Hymenoptera,Formicidae,Solenopsis invicta,NC_052675.1:1118337-1128337,Simple_repeat,8751,8782
Hymenoptera,Formicidae,Solenopsis invicta,NC_052675.1:1118337-1128337,Simple_repeat,9711,9740
Hymenoptera,Formicidae,Solenopsis invicta,NC_052675.1:1118337-1128337,Simple_repeat,9935,9985
Hymenoptera,Formicidae,Solenopsis invicta,NC_052675.1:4229907-4239907,LTR/Copia,3080,3213
Hymenoptera,Formicidae,Solenopsis invicta,NC_052675.1:4229907-4239907,Simple_repeat,5749,5794
Hymenoptera,Formicidae,Solenopsis invicta,NC_052675.1:4229907-4239907,Simple_repeat,6401,6439
Hymenoptera,Formicidae,Solenopsis invicta,NC_052675.1:4229907-4239907,Simple_repeat,6669,6688
Hymenoptera,Formicidae,Solenopsis invicta,NC_052675.1:4229907-4239907,Simple_repeat,6717,6859
Hymenoptera,Formicidae,Solenopsis invicta,NC_052675.1:4229907-4239907,Simple_repeat,7031,7059
Hymenoptera,Formicidae,Solenopsis invicta,NC_052675.1:4229907-4239907,Simple_repeat,7176,7217
Hymenoptera,Formicidae,Solenopsis invicta,NC_052675.1:4229907-4239907,Simple_repeat,7397,7429
Hymenoptera,Formicidae,Solenopsis invicta,NC_052675.1:4229907-4239907,Simple_repeat,7573,7714
Hymenoptera,Formicidae,Solenopsis invicta,NC_052675.1:4229907-4239907,Simple_repeat,7740,7790
Hymenoptera,Formicidae,Solenopsis invicta,NC_052675.1:4229907-4239907,Simple_repeat,8891,8936
Hymenoptera,Formicidae,Solenopsis invicta,NC_052675.1:4229907-4239907,Simple_repeat,9062,9097
Hymenoptera,Formicidae,Solenopsis invicta,NC_052675.1:4241476-4251476,LTR/Gypsy,1042,1259
Hymenoptera,Formicidae,Solenopsis invicta,NC_052675.1:4241476-4251476,Simple_repeat,1856,1909
Hymenoptera,Formicidae,Solenopsis invicta,NC_052675.1:4241476-4251476,Simple_repeat,2221,2247
Hymenoptera,Formicidae,Solenopsis invicta,NC_052675.1:4241476-4251476,LTR/Gypsy,2359,3615
Hymenoptera,Formicidae,Solenopsis invicta,NC_052675.1:4241476-4251476,Low_complexity,9864,9971
Hymenoptera,Formicidae,Solenopsis invicta,NC_052676.1:12336003-12346003,Simple_repeat,988,1053
Hymenoptera,Formicidae,Solenopsis invicta,NC_052676.1:12336003-12346003,Simple_repeat,1467,1521
Hymenoptera,Formicidae,Solenopsis invicta,NC_052676.1:12336003-12346003,Simple_repeat,1525,1645
Hymenoptera,Formicidae,Solenopsis invicta,NC_052676.1:12336003-12346003,Simple_repeat,1672,1716
Hymenoptera,Formicidae,Solenopsis invicta,NC_052676.1:12336003-12346003,Simple_repeat,3164,3184
Hymenoptera,Formicidae,Solenopsis invicta,NC_052676.1:12336003-12346003,Simple_repeat,3185,3229
Hymenoptera,Formicidae,Solenopsis invicta,NC_052676.1:12336003-12346003,Simple_repeat,3230,3253
Hymenoptera,Formicidae,Solenopsis invicta,NC_052676.1:12336003-12346003,Simple_repeat,4883,4914
Hymenoptera,Formicidae,Solenopsis invicta,NC_052676.1:12336003-12346003,Simple_repeat,5009,5041
Hymenoptera,Formicidae,Solenopsis invicta,NC_052676.1:12336003-12346003,Simple_repeat,5243,5259
Hymenoptera,Formicidae,Solenopsis invicta,NC_052676.1:12336003-12346003,Simple_repeat,5370,5592
Hymenoptera,Formicidae,Solenopsis invicta,NC_052676.1:12336003-12346003,Simple_repeat,6696,6746
Hymenoptera,Formicidae,Solenopsis invicta,NC_052676.1:12336003-12346003,Simple_repeat,7590,7614
Hymenoptera,Formicidae,Solenopsis invicta,NC_052676.1:12336003-12346003,Simple_repeat,8428,8486
Hymenoptera,Formicidae,Solenopsis invicta,NC_052676.1:12336003-12346003,Simple_repeat,9808,9836
Hymenoptera,Formicidae,Solenopsis invicta,NC_052676.1:12347779-12357779,LTR/Gypsy,842,1059
Hymenoptera,Formicidae,Solenopsis invicta,NC_052676.1:12347779-12357779,Simple_repeat,1649,1687
Hymenoptera,Formicidae,Solenopsis invicta,NC_052676.1:12347779-12357779,Simple_repeat,1984,2010
Hymenoptera,Formicidae,Solenopsis invicta,NC_052676.1:12347779-12357779,LTR/Gypsy,2152,3332
Hymenoptera,Formicidae,Solenopsis invicta,NC_052676.1:12347779-12357779,Simple_repeat,9307,9330
Hymenoptera,Formicidae,Solenopsis invicta,NC_052676.1:13106659-13116659,Simple_repeat,4218,4249
Hymenoptera,Formicidae,Solenopsis invicta,NC_052676.1:13106659-13116659,Simple_repeat,5357,5385
Hymenoptera,Formicidae,Solenopsis invicta,NC_052676.1:13106659-13116659,Simple_repeat,5823,5871
Hymenoptera,Formicidae,Solenopsis invicta,NC_052676.1:13106659-13116659,Simple_repeat,5952,5998
Hymenoptera,Formicidae,Solenopsis invicta,NC_052676.1:13106659-13116659,Simple_repeat,6225,6283
Hymenoptera,Formicidae,Solenopsis invicta,NC_052676.1:13106659-13116659,Simple_repeat,7616,7686
Hymenoptera,Formicidae,Solenopsis invicta,NC_052676.1:13106659-13116659,Simple_repeat,7652,7687
Hymenoptera,Formicidae,Solenopsis invicta,NC_052676.1:13118432-13128432,Simple_repeat,1589,1625
Hymenoptera,Formicidae,Solenopsis invicta,NC_052676.1:13118432-13128432,Simple_repeat,1943,1971
Hymenoptera,Formicidae,Solenopsis invicta,NC_052676.1:13118432-13128432,LTR/Gypsy,2093,3371
Hymenoptera,Formicidae,Solenopsis invicta,NC_052676.1:13118432-13128432,Simple_repeat,4059,4201
Hymenoptera,Formicidae,Solenopsis invicta,NC_052676.1:13118432-13128432,Simple_repeat,6310,6353
Hymenoptera,Formicidae,Solenopsis invicta,NC_052676.1:13118432-13128432,Simple_repeat,8090,8121
Hymenoptera,Formicidae,Solenopsis invicta,NC_052676.1:13118432-13128432,Simple_repeat,9538,9563
Hymenoptera,Formicidae,Solenopsis invicta,NC_052676.1:13179097-13189097,Simple_repeat,835,883
Hymenoptera,Formicidae,Solenopsis invicta,NC_052676.1:13179097-13189097,Simple_repeat,3161,3220
Hymenoptera,Formicidae,Solenopsis invicta,NC_052676.1:13179097-13189097,Simple_repeat,3336,3366
Hymenoptera,Formicidae,Solenopsis invicta,NC_052676.1:13179097-13189097,Simple_repeat,3479,3506
Hymenoptera,Formicidae,Solenopsis invicta,NC_052676.1:13179097-13189097,Simple_repeat,4764,4809
Hymenoptera,Formicidae,Solenopsis invicta,NC_052676.1:13179097-13189097,Simple_repeat,4941,5008
Hymenoptera,Formicidae,Solenopsis invicta,NC_052676.1:13179097-13189097,Simple_repeat,5103,5142
Hymenoptera,Formicidae,Solenopsis invicta,NC_052676.1:13179097-13189097,Simple_repeat,5162,5185
Hymenoptera,Formicidae,Solenopsis invicta,NC_052676.1:13179097-13189097,Low_complexity,5325,5358
Hymenoptera,Formicidae,Solenopsis invicta,NC_052676.1:13179097-13189097,Simple_repeat,5692,5710
Hymenoptera,Formicidae,Solenopsis invicta,NC_052676.1:13179097-13189097,Simple_repeat,8686,8725
Hymenoptera,Formicidae,Solenopsis invicta,NC_052676.1:13179097-13189097,Simple_repeat,8736,8791
Hymenoptera,Formicidae,Solenopsis invicta,NC_052676.1:13190903-13200903,LTR/Gypsy,3194,4482
Hymenoptera,Formicidae,Solenopsis invicta,NC_052676.1:13190903-13200903,Simple_repeat,7644,7683
Hymenoptera,Formicidae,Solenopsis invicta,NC_052676.1:13190903-13200903,Simple_repeat,7694,7749
Hymenoptera,Formicidae,Solenopsis invicta,NC_052676.1:13190903-13200903,Simple_repeat,9600,9691
Hymenoptera,Formicidae,Solenopsis invicta,NC_052676.1:13249383-13259383,Low_complexity,3358,3451
Hymenoptera,Formicidae,Solenopsis invicta,NC_052676.1:13249383-13259383,Simple_repeat,5623,5641
Hymenoptera,Formicidae,Solenopsis invicta,NC_052676.1:13249383-13259383,LTR/Gypsy,6726,7897
Hymenoptera,Formicidae,Solenopsis invicta,NC_052676.1:13249383-13259383,Low_complexity,7994,8020
Hymenoptera,Formicidae,Solenopsis invicta,NC_052676.1:13249383-13259383,Low_complexity,8311,8349
Hymenoptera,Formicidae,Solenopsis invicta,NC_052676.1:13249383-13259383,LTR/Gypsy,8936,9153
Hymenoptera,Formicidae,Solenopsis invicta,NC_052676.1:13261159-13271159,Simple_repeat,165,191
Hymenoptera,Formicidae,Solenopsis invicta,NC_052676.1:13261159-13271159,Simple_repeat,1116,1144
Hymenoptera,Formicidae,Solenopsis invicta,NC_052676.1:13261159-13271159,Low_complexity,2261,2306
Hymenoptera,Formicidae,Solenopsis invicta,NC_052676.1:13261159-13271159,Simple_repeat,2382,2431
Hymenoptera,Formicidae,Solenopsis invicta,NC_052676.1:13261159-13271159,Simple_repeat,2596,2623
Hymenoptera,Formicidae,Solenopsis invicta,NC_052676.1:13261159-13271159,Simple_repeat,7332,7379
Hymenoptera,Formicidae,Solenopsis invicta,NC_052676.1:13261159-13271159,Low_complexity,7474,7505
Hymenoptera,Formicidae,Solenopsis invicta,NC_052676.1:13261159-13271159,Simple_repeat,7673,7701
Hymenoptera,Formicidae,Solenopsis invicta,NC_052676.1:13261159-13271159,Simple_repeat,7975,8000
Hymenoptera,Formicidae,Solenopsis invicta,NC_052676.1:13261159-13271159,Simple_repeat,9145,9235
Hymenoptera,Formicidae,Solenopsis invicta,NC_052676.1:15819419-15829419,Simple_repeat,1903,1927
Hymenoptera,Formicidae,Solenopsis invicta,NC_052676.1:15819419-15829419,Simple_repeat,6255,6292
Hymenoptera,Formicidae,Solenopsis invicta,NC_052676.1:15831207-15841207,Simple_repeat,313,346
Hymenoptera,Formicidae,Solenopsis invicta,NC_052676.1:15831207-15841207,Simple_repeat,918,1008
Hymenoptera,Formicidae,Solenopsis invicta,NC_052676.1:15831207-15841207,Simple_repeat,2239,2284
Hymenoptera,Formicidae,Solenopsis invicta,NC_052676.1:9925953-9935953,Simple_repeat,1775,1805
Hymenoptera,Formicidae,Solenopsis invicta,NC_052676.1:9925953-9935953,Simple_repeat,2654,2726
Hymenoptera,Formicidae,Solenopsis invicta,NC_052676.1:9925953-9935953,Low_complexity,3345,3379
Hymenoptera,Formicidae,Solenopsis invicta,NC_052676.1:9925953-9935953,Simple_repeat,4186,4249
Hymenoptera,Formicidae,Solenopsis invicta,NC_052676.1:9925953-9935953,Simple_repeat,4708,4822
Hymenoptera,Formicidae,Solenopsis invicta,NC_052676.1:9925953-9935953,Simple_repeat,4899,4935
Hymenoptera,Formicidae,Solenopsis invicta,NC_052676.1:9925953-9935953,Simple_repeat,7208,7245
Hymenoptera,Formicidae,Solenopsis invicta,NC_052676.1:9925953-9935953,Simple_repeat,7575,7619
Hymenoptera,Formicidae,Solenopsis invicta,NC_052676.1:9925953-9935953,Simple_repeat,8987,9085
Hymenoptera,Formicidae,Solenopsis invicta,NC_052676.1:9937693-9947693,Simple_repeat,155,200
Hymenoptera,Formicidae,Solenopsis invicta,NC_052676.1:9937693-9947693,Simple_repeat,1617,1651
Hymenoptera,Formicidae,Solenopsis invicta,NC_052676.1:9937693-9947693,Simple_repeat,1980,2008
Hymenoptera,Formicidae,Solenopsis invicta,NC_052676.1:9937693-9947693,LTR/Gypsy,2160,3389
Hymenoptera,Formicidae,Solenopsis invicta,NC_052676.1:9937693-9947693,Simple_repeat,4166,4211
Hymenoptera,Formicidae,Solenopsis invicta,NC_052676.1:9937693-9947693,Simple_repeat,8471,8488
Hymenoptera,Formicidae,Solenopsis invicta,NC_052676.1:9937693-9947693,Simple_repeat,8489,8531
Hymenoptera,Formicidae,Solenopsis invicta,NC_052677.1:2337111-2347111,Simple_repeat,1923,1963
Hymenoptera,Formicidae,Solenopsis invicta,NC_052677.1:2337111-2347111,Simple_repeat,3636,3686
Hymenoptera,Formicidae,Solenopsis invicta,NC_052677.1:2337111-2347111,Low_complexity,5808,5910
Hymenoptera,Formicidae,Solenopsis invicta,NC_052677.1:2337111-2347111,LTR/Gypsy,6492,7899
Hymenoptera,Formicidae,Solenopsis invicta,NC_052677.1:2337111-2347111,Low_complexity,8011,8049
Hymenoptera,Formicidae,Solenopsis invicta,NC_052677.1:2348884-2358884,Simple_repeat,2314,2340
Hymenoptera,Formicidae,Solenopsis invicta,NC_052677.1:2348884-2358884,Simple_repeat,2341,2385
Hymenoptera,Formicidae,Solenopsis invicta,NC_052677.1:2348884-2358884,Simple_repeat,2842,2858
Hymenoptera,Formicidae,Solenopsis invicta,NC_052677.1:2348884-2358884,Simple_repeat,3700,3793
Hymenoptera,Formicidae,Solenopsis invicta,NC_052677.1:2348884-2358884,Simple_repeat,4155,4178
Hymenoptera,Formicidae,Solenopsis invicta,NC_052677.1:2348884-2358884,Low_complexity,4428,4478
Hymenoptera,Formicidae,Solenopsis invicta,NC_052677.1:2348884-2358884,Simple_repeat,4492,4536
Hymenoptera,Formicidae,Solenopsis invicta,NC_052677.1:2348884-2358884,Simple_repeat,5745,5785
Hymenoptera,Formicidae,Solenopsis invicta,NC_052677.1:2348884-2358884,Simple_repeat,7818,7867
Hymenoptera,Formicidae,Solenopsis invicta,NC_052677.1:389377-399377,Simple_repeat,1545,1652
Hymenoptera,Formicidae,Solenopsis invicta,NC_052677.1:389377-399377,Simple_repeat,3642,3692
